id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4937293397494400,NfEaDvrDq,1502087803,tyj天赢居,tyj天赢居超话2023年08月21日08:49子曰：“出则事公卿，入则事父兄，丧事不敢不勉，不为酒困，何有于我哉？”08:49回顾上周盘面，连续一周在8000亿下的震荡筑底。上周五两市成交额7447亿，环比放量49亿。沪深创三大指数均开盘后缩量下无法有效收回5、8日均线压力，震荡回落，连续缩量后情绪方向损害比较大。保险板块快速拉高后也回落，银行方向的中小城商行小幅攀升。，午后医药医疗股则集体下挫，创业板指也带动回落。盘面上，环保行业、燃气氦气、航运港口涨幅居前，医药相关、手游、ChatGPT跌幅居前。08:49但当下市场情绪保持较弱下，权重股盘中波动但没有跟盘效应。从最近的盘面上看，每一次政策利好触发的指数和权重股短时间快速上涨，都会在后面的时间消化，权重单边拉涨持续度也不好，题材没有跟上下，市场要走出底部就还有时间。缩量下，短线注意个股反抽均线压力，冲高卖出股票等候缓慢下跌买回的倒T，或者均线乖离率加大后买入在反抽均线压力正T。这个对技术要求要点，所以结合价差课程通过小仓位去练习。但是中线看，首先中短线技术指标均呈现超卖现象，其次周线月线股价重心还没有明显下移。当进入超卖后，再往下挫就是低吸机会了。08:51二季度中国货币政策执行报告发布，稳健的货币政策要***有力，统筹协调地方债务风险化解，金融机构改革化险，守住不发生系统性金融风险的底线。从二季度货币执行报告中，地方债风险及系统性金融风险防控提上议事日程，美元加息回流导致人民币出现贬值。人民币贬值又加大了囤积美元的力度，导致国内经济反复躺底反向加强汇率贬值预期，形成了负反馈螺旋。但是汇率连续出现贬值空间很小，一方面等到美元加息预期弱化另外一方面看国内政策释放。08:55上周五市场延续调整态势，大盘指数收盘再创新低，个股也继续普跌，虽然盘后管理层密集出台了相关政策，但市场对政策的声音并不积极，调整还将继续，要控制仓位，谨防最后一跌。市场从技术上来看，也已经进入到相对的底部区域，还在探底的过程当中，逐步接近支撑位。本周时间周期也将到达变盘节点，大级别的趋势是震荡之后继续向上，而小级别的趋势就是探底后筑底止跌。处于两段大级别行情的过渡交接阶段，多震荡反复，但充满了机会。09:27沪市集合竞价26.5亿，创业板集合竞价17.4亿，开盘量维持低量水位，量能没有明显变化，资金风险偏好较低，由于市场情绪处在冰点，要谨防最后一下的杀跌，管控好仓位，耐心等待市场底。09:30在8月14日回踩3151的时候我们明确告知必须有15分钟级别三浪强劲反弹，这是提前说的，也同时告知反弹之后再跌到这个星期才到时间之窗，所以上周两次出现15分钟级别反弹机会都没有建议增加仓位，仅仅是对五日均线之上的少部分个股继续持有。09:32那么，本周就到时间之窗了，其中有三个时间点都提前公布的，另外就是用黄金分割和黄金木标线计算的支撑位也提前告知。等时间空间到了，下跌就自然结束09:50时间：8月21日是2021年2月18日3731以来610天，8月23日是处暑，8月28日是2023年1月30日横盘以来144天的转折点。空间：黄金分割计算2885至3418的半分位3151以及黄金分割0.618是3088。从3418开始用黄金木标线计算C=A是3047，C=A乘以0.618是3151，C=A乘以0.809是3100。趋势线4335（20070529）-3684（20151223）与趋势线5178（20150612）-3731（20210218）在3107附近相交形成强大支撑。09:51当下在底部区间，指数虽有下挫，但是个股筑底时间有所差别，有很多个股已经在指数下跌中走出逆势小幅攀升状态。因此，可以在底部区间中去根据个股趋势逐步寻找低吸机会了。目前涨幅居前的板块上来看，科技空间计算算力都是2023年算力大会的的段下事件推动结构化轮转，尚未走出消化结构。而集运欧线期货上市首日大涨，这是国内首个航运期货品种，未来四季度正值航运旺季。上行动能仍被看好。880431回踩到了144月线支撑，结构上也完成了日线abc三段式对称到大144日线。我们继续跟踪修复情况。09:57涨幅居前的依旧是2022年10月12日大主力建仓的信创、国资云、智慧政务、电子身份证，同时还有四月份崛起的ChatGPT人工智能。简单地说，从2022年10月12日主力建仓之后，到现在为止的主要逻辑就是科技10:02软件服务880493周线上来看，从4月份开始运行下跌周期，走出了ABC浪结构，本周空间回踩到了144周均线与233周均线共振的支撑位附近，下方55周均线也在下方形成共振。可以观察一下线上的止跌企稳。10:08证jian会表示，研究适当延长A股交易时间，进一步扩大融资融券的范围，降低融资融券费率等，交易活跃有望迎来拐点。此前中央政治局强调“要活跃资本市场，提振投资者信心”，上周五证jian会召开会议表示，目前，一批措施已经平稳推出，还有一批措施正在加紧推动。有些人担心降低佣金，是否对证券利空。从中长期看，降低交易费用也能促进市场交易，不会损伤券商利益，好的政策一定是双赢。当下市场在量能没有得到好的恢复下，结构化还是会保持。题材权重跷跷板效应还会延续。10:10市场目前是震荡探底的状态当中，那么回探一波就要收回一段，逐步降速缓跌到位。因此早市回探之后，分时开始出现回收动作。虽然市场调整，但跌下来之后板块个股的机会逐步出现，所以我们看到指数在回落，但红盘个股家数缺出现了小普涨状态。要逐步观察个股的短线机会了。10:23昨天的文章把空间支撑位说得非常清楚：趋势线4335（20070529）-3684（20151223）与趋势线5178（20150612）-3731（20210218）在3107附近相交形成强大支撑。所以今天跌到3109就立即出现了强劲反弹。这个强劲反弹进一步扭转了之前的下跌速度，几次反弹之后就止跌了10:26因为时间和空间都在逐步接近，随时会引发变盘，所以在相对底部区域，重点观察左右侧信号的出现。10:49在上周我们强调15分钟级别反弹之后再下跌创新低，是因为本周才是时间之窗。本周时间之窗到了以后，空间也到了就从下跌转变为止跌，然后重新上涨。接下来就是看分时图一个小时的上涨时间能否出现五个微浪，然后看144分钟均线3136和五分钟级别144线3151能否重新站稳，站稳之后就从反弹变为反转10:55从第一个小时量能来看还是位于同期水平，所以如果要企稳底部反弹，还需要量能的温和释放。另外，周末“一带一路”发酵了，主要是持续事件催化，一是8月22日至24日在南非举行的金砖峰会；二是9月13-14日在香港将举办第八届“一带一路”高峰论坛。今年还是一带一路倡议10周年，接下来应该会超预期激励，所以也关注相关方向的超跌轮动机会。11:07第一个小时两市成交量略有下降，盘面没有预期那么差，还是那句老话该弱不弱要留意转强，该强不强要小心转弱，当然还是要谨防最后一杀，时间虽短但杀伤力不小，若只是补跌蓝筹权重，盘面就会呈现个股不跟跌的情况。11:17今天从3109开始的反弹虽然是必然，但初次探底只能预估为强劲反弹，然后我们看到3109开始的反弹只有三浪结构，于是右侧确认为反弹而非反转。所以暂时不要激动，等站稳144分钟均线3131或者五分钟级别144线3151才能确认止跌。对于止跌，我们有明确的方法和参考数据，不要强求，等出现一个小时五个微浪之后再考虑反转的事情，现在耐心一点11:24从3322回调了15个交易日了，在之前的3.5、8、13日下跌反抽力度都因为量能无法释放而较弱，而下跌的21日节点跟8月28日时间窗口同期，所以这个地方叠加了多重技术考量可能机会更好些，而之前就要逐步观察修复情况，只有反弹量能和较强的主线出现才有机会带领盘面企稳。11:28因为3109开始的初始浪只有三个微浪运行了24分钟，所以仅仅是反弹。要等创新低之后重新上涨出现五浪结构才下手。很明显，经过上午的反弹之后，现在下跌速度降下来了，越来越慢，为今后的止跌做好铺垫。比较理想的状态是这个位置再涨一段形成5分钟级别三浪反弹，这样就更有利于止跌13:00中午又看了一下人工智能ChatGPT，有很多科技股都在均线密集区之上保持良好趋势，还有很多科技股在接近C=A的时候得到重要的144日均线支撑而即将出现左侧调入点。所以大盘下跌的时候更容易选股，大浪淘沙，剩下的是金子13:03超导今天小反抽之后再跌几天就到144日均线的重要支撑位，也就是几天之后迎来左侧调入点；新型城镇回踩55日均线与144日均线共振支撑位以后处于上升途中；13:08因为初始浪只有三浪，所以现在期望五分钟级别三浪之后结束反弹，然后等下一个止跌点.现在是5分钟得小3浪，带动指数翻红。13:21起始浪达不到我们提出的一个小时五个微浪的基本要求，所以暂时没有止跌信号，请天友们继续等待13:30好了，5分钟级别三浪遇阻55T均线，这个反弹也就差不多该结束了，目前看来，很难突破5分钟级别144线315113:35震荡筑底行情延续，深成指接近2022年10月31号低点10301一线，指数止跌还是要看市场情绪，政策面不断出台，政策底是比较明确的，市场底更多是空头情绪最后的宣泄，也得要防一下。13:48筑底过程会多有反复，要出现单底结构，短线下跌力度就得大，像2013年6月的低点，要引爆市场情绪，但从当前管理层的态度来看，这种可能性比较低，那么底点很大可能就要出二次探底，像2016年1月和2月的低点，要有耐心，政策的落地和发酵也要时间。13:57政策底3151是确定的，本周将探明市场底，今后几天见分晓14:06从60分钟看，连续保持缩量状态，整个市场个股偏向半开，下跌的稍多点，但大多调整幅度不大，但情绪面看有从低位回归中位水平。但是总体还保持叫收缩状态。指数没有企稳，还有反复震荡需求。但多个指标结构都已经钝化，等待市场企稳信号。在底部阶段，市场的结构化特征下，涨起来的板块不要追，等回调去低吸。14:11下午盘面比较沉闷，量能也没有变化，维持地量水位，低量能下行情很难有持续性，短线突然拉起的个股不要追涨，短线二次回探可能性很大，控制仓位低吸，没有赚钱效应就不强行交易。14:15继续缓跌，速度进一步慢下来，继续等待14:24好样的，终于创新低了，由此确认上午的反弹结束，然后就看下一次出现一个小时五个微浪上涨的机会14:34趋势线相交的3107附近反弹之后继续缓跌，大家可以参考黄金分割和黄金木标线指向的3100和308814:48目前分时的状态和2022年10月前探底的状态比较类似，回探到支撑位就出现异动拉涨，拉涨力度强势但无法形成右侧止跌，一直等到时间周期满足后再开启新的行情。目前就还在探底状态当中，耐心等待。14:50从当前量能就能感受到市场有些麻木，分时涨跌都没有什么反应，资金躺平卧倒的态度比较明显，现在就是要耐心等待，磨底过程比的就是耐心，管控好仓位，短线大金融杀跌要把指数杀到位，前期护盘的补跌，另外短线强势票在大盘止跌后也要小心补跌风险。14:54离岸人民币汇率仍然在7.3高位震荡。市场资金和情绪都表现出相对谨慎和弱势。但我们在市场底部也往往能看见这样的消息：近期多家公司表示拟回购公司股份，目前多家头部基金公司宣布自购，可以说活跃资本市场25条举措出台，向市场传递了决心，未来市场将迎来政策面和基本面的共振。只是这个过程还有磨练。14:57今天是时间之窗的第一个变盘点，在3107附近反弹减速，然后就等第二个变盘点再观察止跌信号。对于止跌，我们有明确的参考方法与数据，不见兔子不撒鹰15:00今天已经按计划反弹了，明天观察3088附近的反弹是否能够升级。15:00今天的直播就到这里，谢谢大家！15:01今天周一，晚上七点半直播课，由助手给大家讲解《特色课：黄金三部曲之黄金分割》，大家带好小板凳收看！,,,,,1,0,11,2023-08-21 21:52,微博网页版,,,,重庆,红V
4937238581871711,NfCKe7QUT,2032556081,新浪期货,#期货大咖聊大宗#|国泰君安黄柳楠：集运指数期货的上线对中国定价权、进出口、航运金融保险业都有重大意义期货超话L新浪期货的微博视频,,,,期货大咖聊大宗,0,0,0,2023-08-21 18:14,微博视频号,,"http://f.video.weibocdn.com/o0/226yRoTllx087YVVAn8c01041200fD5G0E010.mp4?label=mp4_hd&template=480x854.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392343&ssig=Org%2Bzyj9yq&KID=unistore,video",,,蓝V
4937214318611627,NfC75A8hd,3972645808,上期所发布,#集运指数（欧线）期货##媒体观察#O网页链接L上期所发布的微博视频,,,,"集运指数（欧线）期货,媒体观察",0,1,2,2023-08-21 16:38,微博视频号,,"http://f.video.weibocdn.com/o0/cCRPAdN9lx087YPj1G8U01041200wZ9m0E010.mp4?label=mp4_hd&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392343&ssig=fHCjue6aDJ&KID=unistore,video",,,蓝V
4937213962622296,NfC6wb0b6,3972645808,上期所发布,#集运指数（欧线）期货##媒体观察#O网页链接L上期所发布的微博视频,,,,"集运指数（欧线）期货,媒体观察",1,0,2,2023-08-21 16:36,微博视频号,,"http://f.video.weibocdn.com/o0/BJBWkkrAlx087YPd2LWE01041200sMIV0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392343&ssig=SEcbL9nKQA&KID=unistore,video",,,蓝V
4937213186410947,NfC5gqTMn,3972645808,上期所发布,#集运指数（欧线）期货##媒体观察#O网页链接,,,,"集运指数（欧线）期货,媒体观察",1,0,1,2023-08-21 16:33,微博网页版,https://wx1.sinaimg.cn/large/ecc9c3b0gy1hh4g72f6hbj20u04u4u0x.jpg,,,,蓝V
4937212975909157,NfC4VoNeZ,3972645808,上期所发布,#集运指数（欧线）期货##媒体观察#O网页链接,,,,"集运指数（欧线）期货,媒体观察",1,0,1,2023-08-21 16:32,微博网页版,https://wx3.sinaimg.cn/large/ecc9c3b0gy1hh4g6l5j0kj20u0a294qt.jpg,,,,蓝V
4937212623325519,NfC4mdX7p,3972645808,上期所发布,#集运指数（欧线）期货##媒体观察#O经济日报｜我国首个航运期货上市,,,,"集运指数（欧线）期货,媒体观察",1,0,1,2023-08-21 16:31,微博网页版,https://wx3.sinaimg.cn/large/ecc9c3b0gy1hh4g52zd5bj20u06de4qq.jpg,,,,蓝V
4936483675571302,Nfj6DnnlI,1680685707,云财经,实时快报：【#上海航交所：本周中国出口集运市场运输需求保持平稳综合指数小幅下跌#】云财经讯，据上海航运交易所，本周，中国出口集装箱运输市场总体平稳，运输需求基本维持稳定，不同航线因供需基本面不同，航线运价涨跌不一，综合指数小幅回落。8月18日，上海出口集装箱综合运价指数为1031点，较上期小幅下跌1.2%。,,,,上海航交所：本周中国出口集运市场运输需求保持平稳  综合指数小幅下跌,0,0,0,2023-08-19 16:14,微博网页版,,,,广东,蓝V
4936448752485202,NficjaqvU,2677967663,上海国资发布,#国企资讯#【首日首单！海通期货积极备战集运指数期货上市】8月18日，集运指数（欧线）期货在上海期货交易所全资子公司上海国际能源交易中心正式挂盘交易，首日首单成交花落海通期货。这是国内首个航运类期货品种，首个服务型指数期货品种，也是首个在商品期货交易所上市的指数类、现金交割的期货品种。集运指数（欧线）期货的上市，是推动上海国际金融中心和国际航运中心建设的重要一环。详见↓O网页链接,,,,国企资讯,1,0,0,2023-08-19 13:56,微博网页版,https://wx4.sinaimg.cn/large/9f9e8b2fgy1hh11ggsvygj20u00k0anq.jpg,,,,蓝V
4936436732402340,NfhSVa4Xq,1872005590,国际金融报,【开门红！中国首个航运期货来了】集运指数（欧线）期货首日开门红，盘中成交活跃。主力合约EC2404涨幅17.47%，其余4个合约全部涨停。O开门红！中国首个航运期货来了,,,,,0,0,3,2023-08-19 13:08,微博 weibo.com,,,,,蓝V
4936409494324578,NfhaZi91g,2311077472,证券日报之声,【集运指数期货首日运行活跃四个远月合约盘中涨停】8月18日，我国首个航运期货品种——集运指数（欧线）期货正式挂盘交易。集运指数首日运行表现活跃，全天成交36.9万手，总成交金额165.56亿元；从合约表现来看，除主力合约2404外，四个远月合约盘中均涨停。集运指数期货采用“服务型指数、国际平台、人民币计价、现金交割”的设计方案，是我国首个服务类期货品种，也是首个在商品期货交易所上市的指数类、现金交割的期货品种。我国港口集装箱吞吐量世界第一，推出集运指数期货，可以满足航运企业和外贸企业风险管理需求，提升产业链企业风险管理水平和国际竞争力。上海期货交易所（以下简称“上期所”）理事长田向阳表示，我国是航运大国，约95%的进出口贸易量通过海运完成，2002年至今，中国港口货物吞吐量和集装箱吞吐量均为世界第一。航运是个风险较高的行业，运价波动大，产业链上下游企业风险管理需求强烈。上市航运指数期货，有助于丰富航运产业链企业的风险管理工具，有助于提升我国国际贸易运输服务的定价话语权和影响力，服务航运业高质量发展。O网页链接,,,,,1,0,0,2023-08-19 11:20,微博网页版,https://wx2.sinaimg.cn/large/89c03e60ly1hh1q91q7qwj21uo18g7r6.jpg,,,,蓝V
4936405769781563,Nfh4YF2D9,1905628462,上海证券报,【我国期货市场首个服务类品种上市交易】8月18日，集运指数（欧线）期货在上海期货交易所全资子公司上海国际能源交易中心挂牌交易。上市活动上，中国证监会期货部主任杨光宣读了中国证监会《关于同意上海国际能源交易中心上海出口集装箱结算运价指数（欧洲航线）期货注册的批复》。中国证监会副主席方星海、上海市副市长解冬为集运指数期货鸣锣开市。O我国期货市场首个服务类品种上市交易,,,,,0,0,1,2023-08-19 11:05,微博网页版,,,,,蓝V
4936193391461534,Nfbyr68d8,6303087117,张佳看期货,新品种上市首日暴涨16%。集运指数期货作为我国首个服务类期货品种，究竟是何方神圣？#期货#L张佳看期货的微博视频,,,,期货,0,0,0,2023-08-18 21:01,微博视频号,,"http://f.video.weibocdn.com/o0/deR9vVculx087UkI3g9201041200toiG0E010.mp4?label=mp4_720p&template=1280x498.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392380&ssig=S5giRqSNVT&KID=unistore,video",,河南,黄V
4936191148032372,NfbuOxHAo,2549975514,用户2549975514,【集运指数（欧线）期货今日上市“上海价格”品种序列持续扩容】8月18日上午，集运指数（欧线）期货将在上海期货交易所（下称“上期所”）子公司上海国际能源交易中心（下称“上期能源”）挂盘交易。这是我国首个航运期货品种，首个服务类期货品种，首个在商品期货交易所上市的指数类、现金交割的期货品种。O集运指数（欧线）期货今日上市“上海价格”品种序列持续扩容,,,,,0,0,0,2023-08-18 20:52,HUAWEI P40 Pro 5G,https://wx4.sinaimg.cn/large/97fd89daly1hh16u1neg9j20u00jq0w5.jpg,,,黑龙江,普通用户
4936177981064578,Nfb9A4sWC,3214152377,奇货可查官方微博,新品种#集运欧线#今日上市，让我们来看看这个指数的历史走势和最新数据吧O网页链接,,,,集运欧线,1,0,1,2023-08-18 20:00,iPhone客户端,"https://wx2.sinaimg.cn/large/bf9412b9ly1hh15a1g4tej20ii0sc0ty.jpg,https://wx4.sinaimg.cn/large/bf9412b9ly1hh15a0uzupj20ii0scjt5.jpg",,,上海,蓝V
4936141423515868,NfacCeKDy,6399245004,庚白星君,集运指数（欧线）期货自2023年8月18日（周五）起在能源中心正式挂牌上市交易，首批上市交易合约为EC2404、EC2406、EC2408、EC2410、EC2412。挂牌基准价均为780点，最新一期上海出口集装箱结算运价指数（欧线）为1110.02点。由于当前距离交割期较远，EC2404合约基准价格较现货已有30%贴水，同时上市初期波动较大，预计市场整体投机氛围较重。,,,,,0,0,1,2023-08-18 17:34,微博网页版,,,,上海,黄V
4936140152638396,Nfaazb4mM,2032556081,新浪期货,期货超话光大期货0818热点追踪：集运指数出道即巅峰L新浪期货的微博视频,,,,,1,0,7,2023-08-18 17:29,微博视频号,,"http://f.video.weibocdn.com/o0/6QONJ34mlx087U6bfEC401041200XNcE0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392380&ssig=NGQatq6oFY&KID=unistore,video",,,蓝V
4936132234841273,Nf9XNkjr3,6040549176,究竟视频,【多商品创阶段性新高，乐观预期能否持续？】李鹏飞▪邹婷责编：邹婷本周大宗商品先跌后涨，宏观情绪回暖、人民币贬值等提振商品价格走强。金属板块震荡运行，沪镍偏强、碳酸锂偏弱；黑色板块偏强运行，铁矿石领涨，不锈钢创五个月新高；化工板块原油高位震荡，下游产品跟涨，液化气创五个月新高；农产品板块玉米系、软商品回落，豆二、蛋白粕等创阶段性新高。需求前景转弱碳酸锂创上市新低本周碳酸锂期货价格继续下挫，创上市以来新低。随着车市进入传统淡季，渠道、厂商的销售压力开始回升，多家车企开启“降价模式”，电动车行业氛围清淡。这引发了市场对碳酸锂需求前景的担忧。并且碳酸锂现货货源充足，供应宽松形成共识。供过于求预期强化，碳酸锂期价承压下挫。现货涨价去库豆粕期货大涨本周豆粕再度强势攀升，价格创近11个月新高。由于前期进口大豆通关速度较慢，部分油厂出现断豆停机情况，国内大豆供应压力后移。同时下游生猪养殖利润显著改善，肉禽、蛋禽等养殖利润有所改善，养殖需求回暖，下游饲料补库积极性高。豆粕市场上因此出现涨价去库的局面。豆粕现货强劲走势推动期货价格大涨。基差修复推动集运指数（欧线）首日大涨8月18日集运指数（欧线）期货在上海能源上市交易。它是国内首个航运期货品种，第一个在商品期货交易所上市的指数类、现金交割的期货品种，也是第一个服务类期货品种。其标的指数是上海航交所发布的上海出口集装箱结算运价指数（欧洲航线），服务于国际集装箱欧线货物运输。上市首日，集运指数低开高走，主力合约涨幅超过16%，远期合约涨停。近期船公司集体涨价、集运指数基准价偏低等引发集运指数期货上涨修复基差。股期联动：强现货弱预期养殖相关个股持稳本周生猪现货价格整体稳定，生猪期货主力合约震荡下行，主力11月合约跌至近一个月低点，生猪养殖个股大体持稳。目前生猪养殖行业处于强现货弱预期阶段。现货端，大猪供应减少，开学前采购即将启动，需求有望改善，生猪价格季节性反弹，养殖利润改善。远期预期市场交易是生猪去产能慢，而且受到现货端养殖利润转好影响，生猪去产能速度或将进一步放缓，打压远期生猪价格。L究竟视频的微博视频,,,,,0,0,1,2023-08-18 16:58,微博视频号,,"http://f.video.weibocdn.com/o0/u4EtRGy3lx087U41gFbG01041201wNHX0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392380&ssig=eoP257hJf0&KID=unistore,video",,,蓝V
4936125972223949,Nf9NH9ky9,1905628462,上海证券报,#上证快讯#【华创期货总经理杨晏：集运指数期货将极大提升我国期货市场服务实体经济的能力】8月18日，上海出口集装箱结算运价指数（欧洲航线）期货合约（以下简称集运指数期货）成功上市。截至收盘，主力合约EC2404大幅收涨超17%。华创期货总经理杨晏在接受上海证券报记者采访时表示，集运指数期货的推出对于我国期货发展史和航运业发展具有里程碑意义。O华创期货总经理杨晏：集运指数期货将极大提升我国期货市场服务实体经济的能力,,,,上证快讯,1,0,0,2023-08-18 16:33,微博网页版,,,,,蓝V
4935844748329930,Nf2u6yWZI,5212964849,宝龙卡卡西,新品种集运欧线明天上市，这个运价指数应该有一个现货盘子吧，或许有点参照意义。哪位兄弟知道在哪里可以看？,,,,,9,13,31,2023-08-17 21:55,iPhone 13 Pro,https://wx2.sinaimg.cn/large/005GN4idly1hh02z0tqkzj30wi1yc7wh.jpg,,,上海,黄V
4935833503668967,Nf2bYfosT,1902256024,青春的泥沼,集运指数（欧线）期货自2023年8月18日（周五）起在能源中心正式挂牌上市交易，首批上市交易合约为EC2404、EC2406、EC2408、EC2410、EC2412。挂牌基准价均为780点，最新一期上海出口集装箱结算运价指数（欧线）为1110.02点。由于当前距离交割期较远，EC2404合约基准价格较现货已有30%贴水，同时上市初期波动较大，预计市场整体投机氛围较重。,,,,,0,0,0,2023-08-17 21:11,微博网页版,,,,北京,红V
4935830906340197,Nf27MqBnf,5288245215,作手阿明,三分钟了解集运指数（欧线）期货。L期市阿明的微博视频,,,,,24,27,109,2023-08-17 21:00,期货超话,,"http://f.video.weibocdn.com/o0/xVGL44o4lx087SJNatBC01041200EiyL0E010.mp4?label=mp4_hd&template=390x552.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392392&ssig=3vhyTKchww&KID=unistore,video",,云南,红V
4935815673944277,Nf1Jdgy5n,1832487154,新华财经官方微博,【明日上市！#国内首个航运期货#来了】2023年8月18日，集运指数（欧线）期货在上期能源挂盘交易。期货合约的标的物是上海出口集装箱结算运价指数（欧洲航线）。集运指数（欧线）期货是国内首个航运期货品种，采用“服务型指数、国际平台、人民币计价、现金交割”的设计方案。O明日上市！国内首个航运期货来了,,,,国内首个航运期货,1,0,2,2023-08-17 20:00,微博 weibo.com,,,,,蓝V
4935798758055477,Nf1hVxNB3,1740627424,国泰君安期货有限公司,上海国际能源交易中心迎来航运板块首位新成员——集运指数（欧线）期货！8月18日，国内首个服务型指数期货扬帆起“航”！我国作为全球第一大货物贸易国，快来了解一下这第一个航运期货~期货超话金融超话经济超话L国泰君安期货有限公司的微博视频,,上海·国泰君安期货有限公司,,,0,0,1,2023-08-17 18:53,微博视频号,,"http://f.video.weibocdn.com/o0/NWH6aX47lx087SB1dJpC01041201fm3D0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392392&ssig=a6JomPBIA9&KID=unistore,video",,上海,蓝V
4935787235516836,Nf0Zln9be,5884112250,期货红狐,集运指数（欧线）期货不仅是国内首个航运期货品种，也是我国第一个在商品期货交易所上市的指数类、现金交割的期货品种。tips：现金交割—-类似股指期货，自然人可参与交割！新浪理财师超话期货超话,,,,,0,0,2,2023-08-17 18:07,微博网页版,https://wx2.sinaimg.cn/large/006qd8oily1hgzwftjd02j30u01akk37.jpg,,,山东,黄V
4935775119218565,Nf0FNCGax,2255869874,王成强_Futures,中国期货市场要开“盲盒”了，集运指数（欧线）将于2023年8月18日在上海国际能源交易中心上市。O三分钟看懂集运指数（欧线）期货2022年集装箱运输量占全球海运贸易总量的比例为15.47%。我国港口集装箱吞吐量连续多年世界第一。2022年，全球十大集装箱港口中，中国有七个港口的集装箱吞吐量位居全球前十，合计为1.96亿TEU（标准箱），占前十大集装箱港口吞吐量的比例达到72.9%，其中，上海港集装箱吞吐量达4730万TEU（标准箱），连续十三年位居世界第一。（克拉克森统计）近年来，集装箱行业经历了“一箱难求”、“一舱难求”、“一货难求”等状况，运价大幅波动，对我国大量分散的货主、货代企业带来了巨大风险。集运期货有风险需求。从投机的角度，运价可能有无与伦比的波动性，经历十倍泡沫上涨和泡沫破灭，在所谓“通缩”衰退环境里上市，前景无限。,,,,,2,0,3,2023-08-17 17:19,微博网页版,https://wx3.sinaimg.cn/large/8675d7b2gy1hgzu5ofo0vj20u060oh6t.jpg,,,江苏,红V
4935764980535097,Nf0ps2fcB,3972645808,上期所发布,#集运指数（欧线）期货#O三分钟看懂集运指数（欧线）期货L上期所发布的微博视频,,,,集运指数（欧线）期货,1,0,0,2023-08-17 16:38,微博视频号,,"http://f.video.weibocdn.com/o0/p3LOZauBlx087SrNCjdC01041202LSq80E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392392&ssig=VBuYhDsVXC&KID=unistore,video",,,蓝V
4935764833732325,Nf0pdfEWN,3972645808,上期所发布,#集运指数（欧线）期货#O集运指数（欧线）期货80问｜集运指数（欧线）期货交割,,,,集运指数（欧线）期货,0,0,0,2023-08-17 16:38,微博网页版,https://wx1.sinaimg.cn/large/ecc9c3b0gy1hgztv49rzkj20u03ye4qp.jpg,,,,蓝V
4935472114043717,NeSN5gXXf,2539961154,上海发布,#国内首个航运期货8月18日上市#【国内首个航运期货！集运指数（欧线）期货将于8月18日上市】#最新#中国证监会近日同意上海期货交易所全资子公司上海国际能源交易中心（下称上期能源）集运指数（欧线）期货注册并确定为境内特定品种。据《关于集运指数（欧线）期货上市交易有关事项的通知》，集运指数（欧线）期货将于2023年8月18日在上期能源挂盘交易。集运指数（欧线）能看出什么？运价是怎么采集的？有什么特性？详见↓O国内首个航运期货！集运指数（欧线）期货将于8月18日上市,,,,"国内首个航运期货8月18日上市,最新",2,0,9,2023-08-16 21:15,微博 weibo.com,,,,,蓝V
4935446704954484,NeS86kMT2,3972645808,上期所发布,#集运指数（欧线）期货#O集运指数（欧线）期货80问｜集运指数（欧线）期货交易结算及风险管理制度,,,,集运指数（欧线）期货,0,0,2,2023-08-16 19:34,微博网页版,https://wx4.sinaimg.cn/large/ecc9c3b0gy1hgytbr5xvqj20b5cmje81.jpg,,,,蓝V
4935443231282209,NeS2v5nyN,3972645808,上期所发布,#集运指数（欧线）期货#O一图读懂集运指数（欧线）期货｜下篇,,,,集运指数（欧线）期货,0,0,1,2023-08-16 19:20,微博网页版,https://wx4.sinaimg.cn/large/ecc9c3b0gy1hgysxltio5j20grbkonpf.jpg,,,,蓝V
4935443114367368,NeS2jik9q,3972645808,上期所发布,#集运指数（欧线）期货#O一图读懂集运指数（欧线）期货｜上篇,,,,集运指数（欧线）期货,0,0,0,2023-08-16 19:19,微博网页版,https://wx3.sinaimg.cn/large/ecc9c3b0gy1hgysx3savgj20i2cmn1l0.jpg,,,,蓝V
